transaction_id,source_account_id,destination_account_id,customer_id,transaction_type,amount,currency,transaction_date,transaction_time,transaction_datetime,channel,category,merchant_name,merchant_city,balance_after_txn,status,reference_number,description,is_flagged_fraud,fraud_score,ip_address,device_id
TXN00000653,ACC0009595,ACC0002176,CUST008345,PAYMENT,320.4,EUR,2025-05-08,16:08:00,2025-05-08 16:23:00,MOBILE,Education,Merchant_2491,Boston,2417.77,FAILED,REF751588,PAYMENT - Rent,False,0.005,235.9.89.218,DEV75237
TXN00000654,ACC0007534,,CUST007310,DEPOSIT,746.41,GBP,2026-01-09,11:20:00,2026-01-09 11:35:00,WEB,Dining,,,48675.5,FAILED,REF677811,DEPOSIT - EMI,False,0.036,253.43.142.120,DEV96262
TXN00000655,ACC0004931,,CUST003005,CREDIT,766.37,USD,2025-03-26,06:47:00,2025-03-26 07:02:00,WEB,ATM,,,24140.11,SUCCESS,REF155114,CREDIT - Shopping,False,0.071,112.106.0.81,DEV77432
TXN00000656,ACC0006472,ACC0005660,CUST009618,PAYMENT,423.03,USD,2025-10-25,15:00:00,2025-10-25 15:15:00,MOBILE,Investment,Merchant_4045,Mumbai,29226.61,SUCCESS,REF425600,PAYMENT - ATM,False,0.106,12.28.175.56,DEV56770
TXN00000657,ACC0004570,,CUST000092,DEPOSIT,976.48,USD,2025-07-05,23:32:00,2025-07-05 23:47:00,ATM,Travel,,,13880.92,SUCCESS,REF667787,DEPOSIT - ATM,False,0.119,176.248.217.30,DEV72556
TXN00000658,ACC0003874,,CUST001763,DEBIT,935.22,GBP,2024-12-19,16:09:00,2024-12-19 16:24:00,RTGS,ATM,Merchant_2785,Miami,0.0,SUCCESS,REF333350,DEBIT - ATM,False,0.066,52.205.128.238,DEV83151
TXN00000659,ACC0001086,,CUST006085,REFUND,1071.01,USD,2025-12-02,19:40:00,2025-12-02 19:55:00,BRANCH,ATM,,,15612.19,SUCCESS,REF239304,REFUND - Insurance,False,0.247,189.100.62.133,DEV89189
TXN00000660,ACC0005738,,CUST007037,WITHDRAWAL,483.17,GBP,2024-12-21,06:40:00,2024-12-21 06:55:00,BRANCH,Groceries,,,19929.81,SUCCESS,REF845275,WITHDRAWAL - Rent,False,0.202,87.78.61.73,DEV12714
TXN00000661,ACC0008232,ACC0006718,CUST008080,TRANSFER,1245.67,USD,2025-09-12,21:04:00,2025-09-12 21:19:00,ATM,Shopping,,,38481.77,SUCCESS,REF715320,TRANSFER - Investment,False,0.187,225.10.217.0,DEV29333
TXN00000662,ACC0008075,,CUST009722,WITHDRAWAL,524.64,GBP,2026-02-17,23:59:00,2026-02-17 00:14:00,ATM,Salary,,,2182.29,SUCCESS,REF567145,WITHDRAWAL - Travel,False,0.291,216.203.21.221,DEV33771
TXN00000663,ACC0000237,ACC0000435,CUST002514,PAYMENT,377.12,EUR,2025-08-05,00:34:00,2025-08-05 00:49:00,UPI,Transfer,Merchant_9242,Chennai,22244.31,SUCCESS,REF723183,PAYMENT - Investment,False,0.29,64.63.171.123,DEV95307
TXN00000664,ACC0009173,ACC0003012,CUST006681,TRANSFER,1024.3,GBP,2024-12-07,02:26:00,2024-12-07 02:41:00,BRANCH,Education,,,0.0,SUCCESS,REF355952,TRANSFER - Healthcare,False,0.15,186.28.255.16,DEV92582
TXN00000665,ACC0004545,,CUST004826,CREDIT,1208.23,EUR,2025-04-24,07:34:00,2025-04-24 07:49:00,NEFT,Rent,,,26973.56,SUCCESS,REF229566,CREDIT - Investment,False,0.112,108.156.218.170,DEV31096
TXN00000666,ACC0006364,,CUST002610,WITHDRAWAL,1029.21,USD,2024-12-17,00:58:00,2024-12-17 01:13:00,NEFT,Salary,,,13516.55,SUCCESS,REF702265,WITHDRAWAL - Transfer,False,0.152,187.35.87.164,DEV45678
TXN00000667,ACC0007807,,CUST008322,CREDIT,1309.01,USD,2026-02-21,07:46:00,2026-02-21 08:01:00,BRANCH,Salary,,,1309.01,SUCCESS,REF689208,CREDIT - Shopping,False,0.037,15.168.29.40,DEV88184
TXN00000668,ACC0001289,,CUST008428,WITHDRAWAL,1836.11,USD,2026-04-24,21:27:00,2026-04-24 21:42:00,NEFT,Salary,,,0.0,FAILED,REF543244,WITHDRAWAL - Transfer,False,0.171,186.174.214.125,DEV26977
TXN00000669,ACC0001358,,CUST000465,CREDIT,396.95,USD,2026-05-03,17:10:00,2026-05-03 17:25:00,POS,Groceries,,,10848.95,SUCCESS,REF776712,CREDIT - Investment,False,0.281,26.89.44.237,DEV82279
TXN00000670,ACC0002517,,CUST002332,WITHDRAWAL,253.75,INR,2025-11-21,15:32:00,2025-11-21 15:47:00,RTGS,Groceries,,,15184.25,FAILED,REF874933,WITHDRAWAL - Healthcare,False,0.206,158.14.242.254,DEV89751
TXN00000671,ACC0005649,,CUST007464,DEPOSIT,714.81,USD,2026-03-15,02:32:00,2026-03-15 02:47:00,ATM,Rent,,,18270.83,FAILED,REF355099,DEPOSIT - ATM,False,0.18,99.174.122.94,DEV48817
TXN00000672,ACC0003305,,CUST006078,REFUND,910.18,USD,2025-05-17,16:33:00,2025-05-17 16:48:00,MOBILE,ATM,,,8727.76,FAILED,REF820609,REFUND - Dining,False,0.014,247.23.176.200,DEV77008
TXN00000673,ACC0005066,,CUST006196,CREDIT,731.15,INR,2024-12-08,20:47:00,2024-12-08 21:02:00,RTGS,Insurance,,,52013.36,SUCCESS,REF762546,CREDIT - Healthcare,False,0.159,71.103.44.199,DEV30738
TXN00000674,ACC0003854,,CUST000912,DEBIT,1013.29,USD,2026-01-10,23:05:00,2026-01-10 23:20:00,ATM,Entertainment,Merchant_7773,Hyderabad,13745.02,PENDING,REF618006,DEBIT - Groceries,False,0.204,1.32.44.248,DEV19397
TXN00000675,ACC0007499,ACC0004229,CUST000341,TRANSFER,361.71,EUR,2025-11-16,14:48:00,2025-11-16 15:03:00,RTGS,Salary,,,6817.92,FAILED,REF358998,TRANSFER - Entertainment,False,0.023,190.35.209.95,DEV42194
TXN00000676,ACC0007729,,CUST009767,REFUND,851.87,EUR,2025-01-14,22:04:00,2025-01-14 22:19:00,NEFT,Entertainment,,,1985.65,SUCCESS,REF626663,REFUND - Insurance,False,0.139,162.201.138.220,DEV73414
TXN00000677,ACC0002842,,CUST008203,DEBIT,213.0,GBP,2025-02-18,20:26:00,2025-02-18 20:41:00,MOBILE,Travel,Merchant_5554,Chennai,5816.18,SUCCESS,REF780568,DEBIT - Entertainment,False,0.103,230.170.140.94,DEV88254
TXN00000678,ACC0000044,ACC0005761,CUST005401,PAYMENT,546.11,USD,2026-05-21,15:44:00,2026-05-21 15:59:00,MOBILE,Healthcare,Merchant_7684,Los Angeles,0.0,SUCCESS,REF981196,PAYMENT - Shopping,False,0.153,60.5.23.16,DEV24463
TXN00000679,ACC0008887,ACC0009812,CUST000476,TRANSFER,655.13,USD,2024-12-18,00:44:00,2024-12-18 00:59:00,WEB,ATM,,,8814.36,SUCCESS,REF349559,TRANSFER - Rent,False,0.032,138.191.67.231,DEV36827
TXN00000680,ACC0002412,,CUST005052,DEPOSIT,2029.73,GBP,2026-05-08,15:38:00,2026-05-08 15:53:00,UPI,EMI,,,2029.73,SUCCESS,REF792898,DEPOSIT - Dining,False,0.249,255.152.75.40,DEV54625
TXN00000681,ACC0004164,ACC0008410,CUST003878,PAYMENT,1125.69,INR,2025-07-03,21:30:00,2025-07-03 21:45:00,ATM,Groceries,Merchant_9469,Chennai,13454.54,PENDING,REF804697,PAYMENT - Utilities,False,0.272,10.151.132.189,DEV30190
TXN00000682,ACC0001347,ACC0008617,CUST005340,TRANSFER,7360.56,USD,2025-06-09,20:08:00,2025-06-09 20:23:00,UPI,Groceries,,,17383.2,FAILED,REF366120,TRANSFER - Groceries,False,0.233,224.53.9.125,DEV19279
TXN00000683,ACC0007383,,CUST005997,CREDIT,162.36,USD,2025-12-03,16:17:00,2025-12-03 16:32:00,BRANCH,Groceries,,,39982.64,SUCCESS,REF205381,CREDIT - Insurance,False,0.084,45.175.69.59,DEV67231
TXN00000684,ACC0005484,,CUST009590,DEBIT,1073.74,INR,2025-07-09,23:23:00,2025-07-09 23:38:00,UPI,Insurance,Merchant_6538,Dallas,14534.44,SUCCESS,REF739231,DEBIT - Rent,False,0.186,201.124.107.90,DEV18804
TXN00000685,ACC0008302,ACC0002845,CUST003520,PAYMENT,454.24,GBP,2025-03-20,09:34:00,2025-03-20 09:49:00,POS,Healthcare,Merchant_7658,Pune,0.0,PENDING,REF737163,PAYMENT - Salary,False,0.086,122.233.138.113,DEV65355
TXN00000686,ACC0000638,,CUST007128,WITHDRAWAL,2551.51,EUR,2025-07-14,07:32:00,2025-07-14 07:47:00,POS,Investment,,,0.0,SUCCESS,REF396388,WITHDRAWAL - Dining,False,0.101,121.239.112.173,DEV18195
TXN00000687,ACC0001510,,CUST003098,DEBIT,496.64,USD,2024-11-30,04:38:00,2024-11-30 04:53:00,RTGS,Insurance,Merchant_3119,Jacksonville,12995.37,SUCCESS,REF463983,DEBIT - Rent,False,0.064,118.19.123.57,DEV19749
TXN00000688,ACC0001959,,CUST000279,DEBIT,362.14,EUR,2025-05-23,20:17:00,2025-05-23 20:32:00,ATM,Utilities,Merchant_6013,San Jose,43365.84,PENDING,REF207677,DEBIT - EMI,False,0.124,57.144.221.248,DEV61339
TXN00000689,ACC0000373,,CUST003716,REFUND,1309.89,USD,2026-05-06,16:11:00,2026-05-06 16:26:00,POS,Entertainment,,,26165.0,PENDING,REF960581,REFUND - Investment,False,0.079,157.187.161.211,DEV77845
TXN00000690,ACC0008139,,CUST003674,DEPOSIT,1339.71,USD,2025-04-12,00:43:00,2025-04-12 00:58:00,MOBILE,Utilities,,,21191.94,SUCCESS,REF985258,DEPOSIT - Insurance,False,0.07,184.195.188.207,DEV19066
TXN00000691,ACC0003229,ACC0004637,CUST002520,TRANSFER,1649.6,EUR,2026-02-10,15:48:00,2026-02-10 16:03:00,WEB,Travel,,,25190.27,SUCCESS,REF515457,TRANSFER - Groceries,False,0.042,153.133.123.49,DEV81082
TXN00000692,ACC0004677,,CUST006249,DEPOSIT,141.03,EUR,2025-09-22,11:38:00,2025-09-22 11:53:00,NEFT,Transfer,,,47842.56,SUCCESS,REF642365,DEPOSIT - ATM,False,0.08,12.183.45.144,DEV29229
TXN00000693,ACC0007079,,CUST003411,DEPOSIT,224.48,GBP,2025-03-07,12:26:00,2025-03-07 12:41:00,MOBILE,Dining,,,14716.1,SUCCESS,REF663836,DEPOSIT - Insurance,False,0.231,215.11.182.249,DEV67449
TXN00000694,ACC0008859,,CUST000508,DEPOSIT,572.42,USD,2025-01-17,10:05:00,2025-01-17 10:20:00,RTGS,EMI,,,12430.86,SUCCESS,REF846561,DEPOSIT - Healthcare,False,0.279,84.143.7.204,DEV18747
TXN00000695,ACC0004739,,CUST006245,DEBIT,454.55,GBP,2025-11-29,16:39:00,2025-11-29 16:54:00,BRANCH,Shopping,Merchant_2406,San Jose,1161.56,FAILED,REF353192,DEBIT - Travel,False,0.168,196.69.170.46,DEV94361
TXN00000696,ACC0007924,,CUST009366,DEPOSIT,361.6,INR,2026-03-23,05:16:00,2026-03-23 05:31:00,UPI,Salary,,,1158.2,SUCCESS,REF152031,DEPOSIT - Education,True,0.813,150.1.140.252,DEV69294
TXN00000697,ACC0006632,,CUST001632,WITHDRAWAL,447.45,USD,2025-05-29,07:44:00,2025-05-29 07:59:00,UPI,Entertainment,,,28912.19,FAILED,REF389590,WITHDRAWAL - Salary,False,0.17,193.89.219.112,DEV14928
TXN00000698,ACC0002374,,CUST007190,DEPOSIT,981.04,USD,2025-01-02,04:03:00,2025-01-02 04:18:00,MOBILE,Education,,,7613.18,SUCCESS,REF840687,DEPOSIT - Insurance,False,0.257,87.17.10.92,DEV60621
TXN00000699,ACC0009480,,CUST003298,CREDIT,710.66,GBP,2025-02-02,10:07:00,2025-02-02 10:22:00,WEB,ATM,,,50519.5,SUCCESS,REF104825,CREDIT - EMI,False,0.139,2.122.84.112,DEV69249
TXN00000700,ACC0009404,,CUST002808,DEBIT,894.13,INR,2025-02-13,19:23:00,2025-02-13 19:38:00,NEFT,Utilities,Merchant_3654,San Antonio,11408.95,FAILED,REF526797,DEBIT - Salary,False,0.013,92.106.103.54,DEV10567
TXN00000701,ACC0009064,,CUST006118,REFUND,1483.66,INR,2025-05-18,19:16:00,2025-05-18 19:31:00,POS,Groceries,,,1483.66,SUCCESS,REF871093,REFUND - Investment,False,0.224,252.149.152.82,DEV68544
TXN00000702,ACC0009660,,CUST005240,DEPOSIT,1292.27,EUR,2025-07-29,19:49:00,2025-07-29 20:04:00,WEB,Insurance,,,1292.27,SUCCESS,REF603808,DEPOSIT - ATM,False,0.012,20.1.189.113,DEV57677
TXN00000703,ACC0009119,,CUST003423,DEBIT,464.98,USD,2024-12-07,11:46:00,2024-12-07 12:01:00,WEB,Dining,Merchant_2919,Pune,29449.7,PENDING,REF259649,DEBIT - Education,False,0.005,54.66.64.246,DEV41675
TXN00000704,ACC0002051,,CUST005327,CREDIT,159.7,USD,2025-08-17,08:11:00,2025-08-17 08:26:00,UPI,Rent,,,159.7,SUCCESS,REF189197,CREDIT - Transfer,False,0.139,137.215.87.131,DEV38784
TXN00000705,ACC0001795,,CUST004022,WITHDRAWAL,1617.64,EUR,2026-05-08,12:47:00,2026-05-08 13:02:00,ATM,Utilities,,,34042.65,SUCCESS,REF843085,WITHDRAWAL - Dining,False,0.172,183.181.192.199,DEV74592
TXN00000706,ACC0006709,,CUST000941,REFUND,910.23,GBP,2026-05-13,06:58:00,2026-05-13 07:13:00,WEB,Transfer,,,910.23,SUCCESS,REF401121,REFUND - Rent,False,0.158,22.23.148.41,DEV66739
TXN00000707,ACC0006347,ACC0000365,CUST000075,TRANSFER,443.64,GBP,2025-01-28,21:00:00,2025-01-28 21:15:00,WEB,Dining,,,28734.98,FAILED,REF663235,TRANSFER - Groceries,False,0.276,164.237.230.105,DEV18992
TXN00000708,ACC0005294,,CUST003494,DEBIT,670.47,USD,2025-08-19,07:06:00,2025-08-19 07:21:00,ATM,Dining,Merchant_3328,Dallas,28410.06,PENDING,REF631643,DEBIT - Travel,False,0.019,102.40.124.178,DEV71814
TXN00000709,ACC0003004,,CUST008132,DEPOSIT,15.41,EUR,2025-02-09,18:00:00,2025-02-09 18:15:00,NEFT,Dining,,,29594.96,SUCCESS,REF514676,DEPOSIT - Transfer,False,0.011,69.252.145.86,DEV17907
TXN00000710,ACC0006543,,CUST008516,WITHDRAWAL,445.17,GBP,2025-02-06,05:35:00,2025-02-06 05:50:00,BRANCH,EMI,,,12113.5,SUCCESS,REF533513,WITHDRAWAL - ATM,False,0.029,224.31.235.11,DEV75064
TXN00000711,ACC0001199,,CUST003015,CREDIT,572.72,INR,2026-01-20,19:14:00,2026-01-20 19:29:00,WEB,EMI,,,21342.55,SUCCESS,REF801664,CREDIT - Salary,False,0.201,119.83.182.239,DEV13158
TXN00000712,ACC0003592,,CUST007457,CREDIT,1648.62,EUR,2026-03-17,05:30:00,2026-03-17 05:45:00,MOBILE,Education,,,10873.75,PENDING,REF779329,CREDIT - Investment,False,0.096,159.252.169.136,DEV10892
TXN00000713,ACC0001957,,CUST001511,DEBIT,415.69,USD,2025-06-23,07:23:00,2025-06-23 07:38:00,UPI,Salary,Merchant_2919,Bangalore,16651.45,SUCCESS,REF104789,DEBIT - Salary,False,0.256,83.167.187.19,DEV18880
TXN00000714,ACC0009771,,CUST005286,DEPOSIT,1301.51,EUR,2026-03-31,01:26:00,2026-03-31 01:41:00,MOBILE,Utilities,,,19422.08,SUCCESS,REF828867,DEPOSIT - Investment,False,0.262,218.17.238.158,DEV24291
TXN00000715,ACC0009717,,CUST002759,DEBIT,1233.11,GBP,2025-05-25,21:09:00,2025-05-25 21:24:00,RTGS,Shopping,Merchant_3395,Denver,30151.99,SUCCESS,REF182721,DEBIT - Rent,False,0.144,184.176.198.51,DEV27312
TXN00000716,ACC0005811,ACC0001871,CUST003548,TRANSFER,119.71,USD,2025-02-08,11:38:00,2025-02-08 11:53:00,WEB,Healthcare,,,16345.6,SUCCESS,REF655632,TRANSFER - Transfer,False,0.052,167.249.178.205,DEV47791
TXN00000717,ACC0005223,,CUST005229,DEBIT,1762.71,INR,2025-10-04,03:44:00,2025-10-04 03:59:00,POS,Entertainment,Merchant_3708,Houston,8547.65,PENDING,REF780110,DEBIT - Shopping,False,0.249,36.73.246.77,DEV45386
TXN00000718,ACC0004745,ACC0007803,CUST003638,TRANSFER,544.92,EUR,2025-02-03,23:18:00,2025-02-03 23:33:00,UPI,Investment,,,0.0,SUCCESS,REF191088,TRANSFER - Rent,False,0.003,222.230.138.41,DEV70241
TXN00000719,ACC0009784,,CUST008337,CREDIT,422.24,INR,2025-07-05,06:29:00,2025-07-05 06:44:00,ATM,Healthcare,,,422.24,SUCCESS,REF778412,CREDIT - Entertainment,False,0.243,82.34.188.214,DEV23872
TXN00000720,ACC0001630,,CUST006639,WITHDRAWAL,1512.07,USD,2025-11-24,14:05:00,2025-11-24 14:20:00,MOBILE,Utilities,,,0.0,FAILED,REF551972,WITHDRAWAL - Rent,False,0.187,24.247.132.0,DEV54108
TXN00000721,ACC0003058,,CUST005088,WITHDRAWAL,339.14,USD,2025-06-06,05:55:00,2025-06-06 06:10:00,MOBILE,Travel,,,12419.13,FAILED,REF574799,WITHDRAWAL - Shopping,False,0.046,126.88.200.171,DEV70407
TXN00000722,ACC0001897,,CUST006542,REFUND,952.46,USD,2024-12-13,13:21:00,2024-12-13 13:36:00,NEFT,Rent,,,952.46,SUCCESS,REF251654,REFUND - Dining,False,0.205,19.60.137.174,DEV29254
TXN00000723,ACC0002117,ACC0007632,CUST002765,TRANSFER,1479.99,EUR,2026-04-16,04:31:00,2026-04-16 04:46:00,WEB,Travel,,,8972.48,PENDING,REF958997,TRANSFER - Shopping,False,0.287,23.60.220.69,DEV85151
TXN00000724,ACC0003598,,CUST006260,DEBIT,878.64,USD,2026-05-06,17:14:00,2026-05-06 17:29:00,MOBILE,Healthcare,Merchant_667,Dallas,10210.93,FAILED,REF904182,DEBIT - Shopping,False,0.17,143.13.16.39,DEV12282
TXN00000725,ACC0007037,,CUST006168,REFUND,182.58,USD,2025-04-21,13:58:00,2025-04-21 14:13:00,BRANCH,Healthcare,,,32444.42,SUCCESS,REF840570,REFUND - Insurance,False,0.052,215.185.226.66,DEV16160
TXN00000726,ACC0006732,,CUST005356,CREDIT,1.0,USD,2025-02-10,19:27:00,2025-02-10 19:42:00,UPI,Groceries,,,40223.64,PENDING,REF460029,CREDIT - Insurance,False,0.076,188.31.124.94,DEV35165
TXN00000727,ACC0003005,ACC0005403,CUST005810,TRANSFER,171.79,EUR,2025-06-09,08:54:00,2025-06-09 09:09:00,WEB,Groceries,,,46216.0,PENDING,REF339441,TRANSFER - EMI,False,0.185,23.102.56.195,DEV49957
TXN00000728,ACC0006167,,CUST002458,DEPOSIT,117.52,USD,2025-09-26,10:47:00,2025-09-26 11:02:00,MOBILE,Groceries,,,117.52,FAILED,REF149078,DEPOSIT - Transfer,False,0.01,194.124.227.221,DEV79154
TXN00000729,ACC0003941,,CUST008010,DEPOSIT,851.35,USD,2026-01-16,06:08:00,2026-01-16 06:23:00,RTGS,EMI,,,851.35,FAILED,REF993753,DEPOSIT - Rent,False,0.213,218.102.156.194,DEV63731
TXN00000730,ACC0003130,,CUST007911,WITHDRAWAL,630.6,USD,2025-08-07,06:58:00,2025-08-07 07:13:00,ATM,Investment,,,0.0,FAILED,REF757998,WITHDRAWAL - Shopping,False,0.121,194.105.117.43,DEV95863
TXN00000731,ACC0008513,,CUST002389,REFUND,221.57,USD,2025-02-28,05:41:00,2025-02-28 05:56:00,BRANCH,Insurance,,,221.57,SUCCESS,REF577850,REFUND - Rent,False,0.089,132.246.184.28,DEV27694
TXN00000732,ACC0008617,,CUST007518,REFUND,27.09,USD,2025-01-07,05:45:00,2025-01-07 06:00:00,NEFT,Dining,,,4971.57,PENDING,REF970830,REFUND - Insurance,False,0.225,234.32.191.96,DEV34684
TXN00000733,ACC0007999,,CUST002858,DEPOSIT,405.64,INR,2026-01-01,02:33:00,2026-01-01 02:48:00,MOBILE,ATM,,,19024.73,SUCCESS,REF555230,DEPOSIT - Dining,False,0.032,70.73.228.32,DEV19943
TXN00000734,ACC0008471,,CUST006499,CREDIT,261.22,USD,2026-04-06,12:05:00,2026-04-06 12:20:00,RTGS,Entertainment,,,22924.71,SUCCESS,REF847213,CREDIT - Groceries,False,0.101,34.243.157.135,DEV92906
TXN00000735,ACC0002329,ACC0005941,CUST009553,PAYMENT,158.51,USD,2025-12-03,22:41:00,2025-12-03 22:56:00,BRANCH,ATM,Merchant_9296,Austin,19412.46,FAILED,REF346730,PAYMENT - Groceries,False,0.018,39.54.29.71,DEV90460
TXN00000736,ACC0006289,,CUST001081,DEPOSIT,1142.45,USD,2026-04-17,06:41:00,2026-04-17 06:56:00,MOBILE,Dining,,,37176.4,SUCCESS,REF843547,DEPOSIT - Rent,False,0.263,60.160.84.161,DEV45004
TXN00000737,ACC0008401,ACC0004657,CUST004122,PAYMENT,1855.34,USD,2026-02-14,18:02:00,2026-02-14 18:17:00,MOBILE,Investment,Merchant_8165,San Diego,10628.27,SUCCESS,REF297511,PAYMENT - Dining,False,0.138,31.99.23.71,DEV44433
TXN00000738,ACC0007502,,CUST007008,DEPOSIT,1426.11,USD,2025-03-05,07:54:00,2025-03-05 08:09:00,ATM,Transfer,,,10372.35,FAILED,REF254962,DEPOSIT - Investment,False,0.25,222.22.187.5,DEV57327
TXN00000739,ACC0008203,ACC0002024,CUST008776,PAYMENT,204.1,EUR,2025-09-27,21:57:00,2025-09-27 22:12:00,POS,Insurance,Merchant_5358,Atlanta,17682.82,FAILED,REF317237,PAYMENT - Healthcare,False,0.019,138.216.240.81,DEV88346
TXN00000740,ACC0006401,,CUST002882,DEBIT,356.86,USD,2026-03-15,14:26:00,2026-03-15 14:41:00,POS,Travel,Merchant_1736,Denver,49376.61,SUCCESS,REF753697,DEBIT - Dining,False,0.101,208.122.118.137,DEV21790
TXN00000741,ACC0001669,ACC0006437,CUST003046,PAYMENT,900.29,INR,2026-04-23,10:59:00,2026-04-23 11:14:00,RTGS,Transfer,Merchant_3752,Phoenix,0.0,PENDING,REF654951,PAYMENT - Dining,False,0.156,31.252.171.162,DEV78885
TXN00000742,ACC0007514,,CUST008671,WITHDRAWAL,474.18,USD,2025-06-29,07:48:00,2025-06-29 08:03:00,NEFT,EMI,,,23560.68,FAILED,REF339295,WITHDRAWAL - EMI,False,0.275,23.64.227.55,DEV49309
TXN00000743,ACC0008842,ACC0002522,CUST003723,PAYMENT,531.09,GBP,2025-01-31,20:33:00,2025-01-31 20:48:00,RTGS,Transfer,Merchant_587,Atlanta,7098.74,SUCCESS,REF837149,PAYMENT - Groceries,False,0.011,126.39.71.180,DEV78655
TXN00000744,ACC0008058,,CUST005720,REFUND,986.6,GBP,2025-03-05,20:51:00,2025-03-05 21:06:00,NEFT,Dining,,,29930.75,SUCCESS,REF983126,REFUND - Entertainment,False,0.089,215.57.170.21,DEV58651
TXN00000745,ACC0007985,,CUST005837,DEPOSIT,511.74,USD,2025-02-03,00:22:00,2025-02-03 00:37:00,ATM,Salary,,,511.74,SUCCESS,REF888187,DEPOSIT - Insurance,False,0.087,98.124.94.190,DEV77348
TXN00000746,ACC0009095,,CUST007102,DEBIT,602.77,USD,2026-04-06,20:45:00,2026-04-06 21:00:00,RTGS,Groceries,Merchant_6736,Los Angeles,0.0,SUCCESS,REF471794,DEBIT - Utilities,False,0.115,143.204.123.11,DEV37809
TXN00000747,ACC0008160,ACC0002882,CUST008324,TRANSFER,976.84,USD,2025-09-16,10:37:00,2025-09-16 10:52:00,UPI,Rent,,,17520.92,SUCCESS,REF598542,TRANSFER - Healthcare,False,0.015,84.24.58.234,DEV69558
TXN00000748,ACC0001873,,CUST001263,REFUND,670.73,USD,2026-04-29,11:48:00,2026-04-29 12:03:00,UPI,Insurance,,,670.73,SUCCESS,REF658098,REFUND - Rent,False,0.23,157.180.13.46,DEV54367
TXN00000749,ACC0000611,ACC0009726,CUST006911,PAYMENT,1222.33,USD,2025-11-19,15:21:00,2025-11-19 15:36:00,POS,Dining,Merchant_3344,Mumbai,29875.01,SUCCESS,REF195360,PAYMENT - Salary,False,0.27,133.31.128.216,DEV60273
TXN00000750,ACC0006154,,CUST002202,DEBIT,157.74,USD,2026-03-23,13:17:00,2026-03-23 13:32:00,ATM,Travel,Merchant_6522,San Diego,7072.81,SUCCESS,REF639170,DEBIT - Groceries,False,0.19,12.157.104.155,DEV18471
TXN00000751,ACC0002962,,CUST005506,CREDIT,403.23,GBP,2025-03-17,00:45:00,2025-03-17 01:00:00,RTGS,Education,,,23792.62,PENDING,REF453767,CREDIT - Rent,False,0.238,72.19.101.4,DEV67188
TXN00000752,ACC0009912,,CUST009162,DEPOSIT,1252.52,GBP,2025-09-14,11:34:00,2025-09-14 11:49:00,ATM,Rent,,,40411.4,SUCCESS,REF111134,DEPOSIT - Travel,False,0.257,188.0.30.77,DEV78602
TXN00000753,ACC0006818,,CUST008944,REFUND,672.73,USD,2026-03-15,05:38:00,2026-03-15 05:53:00,POS,Groceries,,,22668.06,SUCCESS,REF432768,REFUND - EMI,False,0.027,85.149.215.249,DEV47845
TXN00000754,ACC0004375,,CUST003837,REFUND,582.65,USD,2026-01-14,22:16:00,2026-01-14 22:31:00,ATM,ATM,,,23926.01,SUCCESS,REF576146,REFUND - Utilities,False,0.231,216.32.209.137,DEV84667
TXN00000755,ACC0005005,,CUST008687,REFUND,64.7,USD,2025-04-13,07:26:00,2025-04-13 07:41:00,NEFT,Travel,,,4072.5,SUCCESS,REF271753,REFUND - Transfer,False,0.182,242.210.79.152,DEV67987
TXN00000756,ACC0002432,,CUST000276,REFUND,14.72,GBP,2025-12-18,03:47:00,2025-12-18 04:02:00,BRANCH,Shopping,,,3486.96,FAILED,REF942389,REFUND - Utilities,False,0.081,136.17.197.252,DEV92372
TXN00000757,ACC0004002,ACC0004463,CUST001965,TRANSFER,818.34,USD,2026-04-02,03:37:00,2026-04-02 03:52:00,UPI,Insurance,,,44345.54,SUCCESS,REF537918,TRANSFER - Groceries,False,0.172,109.168.183.190,DEV46720
TXN00000758,ACC0007982,,CUST007999,DEPOSIT,659.9,USD,2025-09-25,07:33:00,2025-09-25 07:48:00,WEB,Dining,,,26356.3,SUCCESS,REF697767,DEPOSIT - Travel,False,0.23,111.244.185.252,DEV35379
TXN00000759,ACC0007260,,CUST007947,DEBIT,271.27,INR,2024-11-30,01:30:00,2024-11-30 01:45:00,UPI,Rent,Merchant_8673,Pune,18176.23,SUCCESS,REF275992,DEBIT - Utilities,False,0.272,35.164.88.103,DEV75533
TXN00000760,ACC0004644,ACC0004030,CUST003271,PAYMENT,1023.78,GBP,2026-03-25,19:27:00,2026-03-25 19:42:00,POS,Healthcare,Merchant_1050,Hyderabad,9194.9,PENDING,REF814911,PAYMENT - Travel,False,0.218,143.45.130.140,DEV43743
TXN00000761,ACC0005918,,CUST008358,DEPOSIT,668.87,USD,2025-02-07,16:44:00,2025-02-07 16:59:00,UPI,Education,,,52829.26,SUCCESS,REF140661,DEPOSIT - Groceries,False,0.103,94.77.240.97,DEV77913
TXN00000762,ACC0009674,ACC0003885,CUST000072,TRANSFER,1479.14,USD,2025-11-12,05:36:00,2025-11-12 05:51:00,WEB,Entertainment,,,24157.45,SUCCESS,REF503030,TRANSFER - Groceries,False,0.001,107.77.7.77,DEV42582
